Site,Animal,Population,ld14,brd14,lv14
Dabob,451,H,0,0,0
Dabob,452,H,0,0,0
Dabob,453,H,0,0,0
Dabob,454,H,0,0,0
Dabob,455,H,0,0,0
Dabob,456,H,0,0,0
Dabob,457,H,0,0,0
Dabob,458,H,0,0,0
Dabob,459,H,0,0,0
Dabob,460,H,0,0,0
Dabob,461,H,0,0,0
Dabob,462,H,0,0,0
Dabob,463,H,0,0,0
Dabob,464,H,0,0,0
Dabob,465,H,0,0,0
Dabob,466,H,0,0,0
Dabob,467,H,0,0,0
Dabob,468,H,0,0,0
Dabob,469,H,0,0,0
Dabob,470,H,0,0,0
Dabob,471,H,0,0,0
Dabob,472,H,0,0,0
Dabob,473,H,0,0,0
Dabob,474,H,0,0,0
Dabob,475,H,0,0,0
Dabob,476,H,0,0,0
Dabob,477,H,0,0,0
Dabob,478,H,0,0,0
Dabob,479,H,0,0,0
Dabob,480,H,0,0,0
Dabob,1,S,0,0,0
Dabob,2,S,0,0,0
Dabob,3,S,0,0,0
Dabob,4,S,0,0,0
Dabob,5,S,0,0,0
Dabob,6,S,0,0,0
Dabob,7,S,0,0,0
Dabob,8,S,0,0,0
Dabob,9,S,0,0,0
Dabob,10,S,0,0,0
Dabob,11,S,0,0,0
Dabob,12,S,0,0,0
Dabob,13,S,0,0,0
Dabob,14,S,0,0,0
Dabob,15,S,0,0,0
Dabob,16,S,0,0,0
Dabob,17,S,0,0,0
Dabob,18,S,0,0,0
Dabob,19,S,0,0,0
Dabob,20,S,0,0,0
Dabob,21,S,0,0,0
Dabob,22,S,0,0,0
Dabob,23,S,0,0,0
Dabob,24,S,0,0,0
Dabob,25,S,0,0,0
Dabob,26,S,0,0,0
Dabob,27,S,0,0,0
Dabob,28,S,0,0,0
Dabob,29,S,0,0,0
Dabob,30,S,0,0,0
Dabob,31,S,0,0,0
Dabob,32,S,0,0,0
Dabob,33,S,0,0,0
Dabob,34,S,0,0,0
Dabob,35,S,0,0,0
Dabob,36,S,0,0,0
Dabob,37,S,0,0,0
Dabob,38,S,0,0,0
Dabob,39,S,0,0,0
Dabob,40,S,0,0,0
Dabob,41,S,0,0,0
Dabob,42,S,0,0,0
Dabob,43,S,0,0,0
Dabob,44,S,0,0,0
Dabob,45,S,0,0,0
Dabob,46,S,0,0,0
Dabob,47,S,0,0,0
Dabob,48,S,0,0,0
Dabob,49,S,0,0,0
Dabob,50,S,0,0,0
Dabob,51,S,0,0,0
Dabob,52,S,0,0,0
Dabob,53,S,0,0,0
Dabob,54,S,0,0,0
Dabob,55,S,0,0,0
Dabob,56,S,0,0,0
Dabob,57,S,0,0,0
Dabob,58,S,0,0,0
Dabob,59,S,0,0,0
Dabob,60,S,0,0,0
Dabob,61,S,0,0,0
Dabob,62,S,0,0,0
Dabob,63,S,0,0,0
Dabob,64,S,0,0,0
Dabob,65,S,0,0,0
Dabob,66,S,0,0,0
Dabob,67,S,0,0,0
Dabob,68,S,0,0,0
Dabob,69,S,0,0,0
Dabob,70,S,0,0,0
Dabob,71,S,0,0,0
Dabob,72,S,0,0,0
Dabob,73,S,0,0,0
Dabob,74,S,0,0,0
Dabob,75,S,0,0,0
Dabob,76,S,0,0,0
Dabob,77,S,0,0,0
Dabob,78,S,0,0,0
Dabob,79,S,0,0,0
Dabob,80,S,0,0,0
Dabob,81,S,0,0,0
Dabob,82,S,0,0,0
Dabob,83,S,0,0,0
Dabob,84,S,0,0,0
Dabob,85,S,0,0,0
Dabob,86,S,0,0,0
Dabob,87,S,0,0,0
Dabob,88,S,0,0,0
Dabob,89,S,0,0,0
Dabob,90,S,0,0,0
Dabob,91,S,0,0,0
Dabob,92,S,0,0,0
Dabob,93,S,0,0,0
Dabob,94,S,0,0,0
Dabob,95,S,0,0,0
Dabob,96,S,0,0,0
Dabob,97,S,0,0,0
Dabob,98,S,0,0,0
Dabob,99,S,0,0,0
Dabob,100,S,0,0,0
Dabob,101,S,0,0,0
Dabob,102,S,0,0,0
Dabob,103,S,0,0,0
Dabob,104,S,0,0,0
Dabob,105,S,0,0,0
Dabob,106,S,0,0,0
Dabob,107,S,0,0,0
Dabob,108,S,0,0,0
Dabob,109,S,0,0,0
Dabob,110,S,0,0,0
Dabob,111,S,0,0,0
Dabob,112,S,0,0,0
Dabob,113,S,0,0,0
Dabob,114,S,0,0,0
Dabob,115,S,0,0,0
Dabob,116,S,0,0,0
Dabob,117,S,0,0,0
Dabob,118,S,0,0,0
Dabob,119,S,0,0,0
Dabob,120,S,0,0,0
Dabob,121,S,0,0,0
Dabob,122,S,0,0,0
Dabob,123,S,0,0,0
Dabob,124,S,0,0,0
Dabob,125,S,0,0,0
Dabob,126,S,0,0,0
Dabob,127,S,0,0,0
Dabob,128,S,0,0,0
Dabob,129,S,0,0,0
Dabob,130,S,0,0,0
Dabob,131,S,0,0,0
Dabob,132,S,0,0,0
Dabob,133,S,0,0,0
Dabob,134,S,0,0,0
Dabob,135,S,0,0,0
Dabob,136,S,0,0,0
Dabob,137,S,0,0,0
Dabob,138,S,0,0,0
Dabob,139,S,0,0,0
Dabob,140,S,0,0,0
Dabob,141,S,0,0,0
Dabob,142,S,0,0,0
Dabob,143,S,0,0,0
Dabob,144,S,0,0,0
Dabob,145,S,0,0,0
Dabob,146,S,0,0,0
Dabob,147,S,0,0,0
Dabob,148,S,0,0,0
Dabob,149,S,0,0,0
Dabob,150,S,0,0,0
Dabob,151,S,0,0,0
Dabob,152,S,0,0,0
Dabob,153,S,0,0,0
Dabob,154,S,0,0,0
Dabob,155,S,0,0,0
Dabob,156,S,0,0,0
Dabob,157,S,0,0,0
Dabob,158,S,0,0,0
Dabob,159,S,0,0,0
Dabob,160,S,0,0,0
Dabob,161,S,0,0,0
Dabob,162,S,0,0,0
Dabob,163,S,0,0,0
Dabob,164,S,0,0,0
Dabob,165,S,0,0,0
Dabob,166,S,0,0,0
Dabob,167,S,0,0,0
Dabob,168,S,0,0,0
Dabob,169,S,0,0,0
Dabob,170,S,0,0,0
Dabob,171,S,0,0,0
Dabob,172,S,0,0,0
Dabob,173,S,0,0,0
Dabob,174,S,0,0,0
Dabob,175,S,0,0,0
Dabob,176,S,0,0,0
Dabob,177,S,0,0,0
Dabob,178,S,0,0,0
Dabob,179,S,0,0,0
Dabob,180,S,0,0,0
Dabob,181,S,0,0,0
Dabob,182,S,0,0,0
Dabob,183,S,0,0,0
Dabob,184,S,0,0,0
Dabob,185,S,0,0,0
Dabob,186,S,0,0,0
Dabob,187,S,0,0,0
Dabob,188,S,0,0,0
Dabob,189,S,0,0,0
Dabob,190,S,0,0,0
Dabob,191,S,0,0,0
Dabob,192,S,0,0,0
Dabob,193,S,0,0,0
Dabob,194,S,0,0,0
Dabob,195,S,0,0,0
Dabob,196,S,0,0,0
Dabob,197,S,0,0,0
Dabob,198,S,0,0,0
Dabob,199,S,0,0,0
Dabob,200,S,0,0,0
Dabob,201,S,0,0,0
Dabob,202,S,0,0,0
Dabob,203,S,0,0,0
Dabob,204,S,0,0,0
Dabob,205,S,0,0,0
Dabob,206,S,0,0,0
Dabob,207,S,0,0,0
Dabob,208,S,0,0,0
Dabob,209,S,0,0,0
Dabob,210,S,0,0,0
Dabob,211,S,0,0,0
Dabob,212,S,0,0,0
Dabob,213,S,0,0,0
Dabob,214,S,0,0,0
Dabob,215,S,0,0,0
Dabob,216,S,0,0,0
Dabob,217,S,0,0,0
Dabob,218,S,0,0,0
Dabob,219,S,0,0,0
Dabob,220,S,0,0,0
Dabob,221,S,0,0,0
Dabob,222,S,0,0,0
Dabob,223,S,0,0,0
Dabob,224,S,0,0,0
Dabob,225,S,0,0,0
Dabob,226,S,0,0,0
Dabob,227,S,0,0,0
Dabob,228,S,0,0,0
Dabob,229,S,0,0,0
Dabob,230,S,0,0,0
Dabob,231,S,0,0,0
Dabob,232,S,0,0,0
Dabob,233,S,0,0,0
Dabob,234,S,0,0,0
Dabob,235,S,0,0,0
Dabob,236,S,0,0,0
Dabob,237,S,0,0,0
Dabob,238,S,0,0,0
Dabob,239,S,0,0,0
Dabob,240,S,0,0,0
Dabob,241,S,0,0,0
Dabob,242,S,0,0,0
Dabob,243,S,0,0,0
Dabob,244,S,0,0,0
Dabob,245,S,0,0,0
Dabob,246,S,0,0,0
Dabob,247,S,0,0,0
Dabob,248,S,0,0,0
Dabob,249,S,0,0,0
Dabob,250,S,0,0,0
Dabob,251,S,0,0,0
Dabob,252,S,0,0,0
Dabob,253,S,0,0,0
Dabob,254,S,0,0,0
Dabob,255,S,0,0,0
Dabob,256,S,0,0,0
Dabob,257,S,0,0,0
Dabob,258,S,0,0,0
Dabob,259,S,0,0,0
Dabob,260,S,0,0,0
Dabob,261,S,0,0,0
Dabob,262,S,0,0,0
Dabob,263,S,0,0,0
Dabob,264,S,0,0,0
Dabob,265,S,0,0,0
Dabob,266,S,0,0,0
Dabob,267,S,0,0,0
Dabob,268,S,0,0,0
Dabob,269,S,0,0,0
Dabob,270,S,0,0,0
Dabob,271,S,0,0,0
Dabob,272,S,0,0,0
Dabob,273,S,0,0,0
Dabob,274,S,0,0,0
Dabob,275,S,0,0,0
Dabob,276,S,0,0,0
Dabob,277,S,0,0,0
Dabob,278,S,0,0,0
Dabob,279,S,0,0,0
Dabob,280,S,0,0,0
Dabob,281,S,0,0,0
Dabob,282,S,0,0,0
Dabob,283,S,0,0,0
Dabob,284,S,0,0,0
Dabob,285,S,0,0,0
Dabob,286,S,0,0,0
Dabob,287,S,0,0,0
Dabob,288,S,0,0,0
Dabob,289,S,0,0,0
Dabob,290,S,0,0,0
Dabob,291,S,0,0,0
Dabob,292,S,0,0,0
Dabob,293,S,0,0,0
Dabob,294,S,0,0,0
Dabob,295,S,0,0,0
Dabob,296,S,0,0,0
Dabob,297,S,0,0,0
Dabob,298,S,0,0,0
Dabob,299,S,0,0,0
Dabob,300,S,0,0,0
Dabob,301,S,0,0,0
Dabob,302,S,0,0,0
Dabob,303,S,0,0,0
Dabob,304,S,0,0,0
Dabob,305,S,0,0,0
Dabob,306,S,0,0,0
Dabob,307,S,0,0,0
Dabob,308,S,0,0,0
Dabob,309,S,0,0,0
Dabob,310,S,0,0,0
Dabob,311,S,0,0,0
Dabob,312,S,0,0,0
Dabob,313,S,0,0,0
Dabob,314,S,0,0,0
Dabob,315,S,0,0,0
Dabob,316,S,0,0,0
Dabob,317,S,0,0,0
Dabob,318,S,0,0,0
Dabob,319,S,0,0,0
Dabob,320,S,0,0,0
Dabob,321,S,0,0,0
Dabob,322,S,0,0,0
Dabob,323,S,0,0,0
Dabob,324,S,0,0,0
Dabob,325,S,0,0,0
Dabob,326,S,0,0,0
Dabob,327,S,0,0,0
Dabob,328,S,0,0,0
Dabob,329,S,0,0,0
Dabob,330,S,0,0,0
Dabob,331,S,0,0,0
Dabob,332,S,0,0,0
Dabob,333,S,0,0,0
Dabob,334,S,0,0,0
Dabob,335,S,0,0,0
Dabob,336,S,0,0,0
Dabob,337,S,0,0,0
Dabob,338,S,0,0,0
Dabob,339,S,0,0,0
Dabob,340,S,0,0,0
Dabob,341,S,0,0,0
Dabob,342,S,0,0,0
Dabob,343,S,0,0,0
Dabob,344,S,0,0,0
Dabob,345,S,0,0,0
Dabob,346,S,0,0,0
Dabob,347,S,0,0,0
Dabob,348,S,0,0,0
Dabob,349,S,0,0,0
Dabob,350,S,0,0,0
Dabob,351,S,0,0,0
Dabob,352,S,0,0,0
Dabob,353,S,0,0,0
Dabob,354,S,0,0,0
Dabob,355,S,0,0,0
Dabob,356,S,0,0,0
Dabob,357,S,0,0,0
Dabob,358,S,0,0,0
Dabob,359,S,0,0,0
Dabob,360,S,0,0,0
Dabob,361,S,0,0,0
Dabob,362,S,0,0,0
Dabob,363,S,0,0,0
Dabob,364,S,0,0,0
Dabob,365,S,0,0,0
Dabob,366,S,0,0,0
Dabob,367,S,0,0,0
Dabob,368,S,0,0,0
Dabob,369,S,0,0,0
Dabob,370,S,0,0,0
Dabob,371,S,0,0,0
Dabob,372,S,0,0,0
Dabob,373,S,0,0,0
Dabob,374,S,0,0,0
Dabob,375,S,0,0,0
Dabob,376,S,0,0,0
Dabob,377,S,0,0,0
Dabob,378,S,0,0,0
Dabob,379,S,0,0,0
Dabob,380,S,0,0,0
Dabob,381,S,0,0,0
Dabob,382,S,0,0,0
Dabob,383,S,0,0,0
Dabob,384,S,0,0,0
Dabob,385,S,0,0,0
Dabob,386,S,0,0,0
Dabob,387,S,0,0,0
Dabob,388,S,0,0,0
Dabob,389,S,0,0,0
Dabob,390,S,0,0,0
Dabob,391,S,0,0,0
Dabob,392,S,0,0,0
Dabob,393,S,0,0,0
Dabob,394,S,0,0,0
Dabob,395,S,0,0,0
Dabob,396,S,0,0,0
Dabob,397,S,0,0,0
Dabob,398,S,0,0,0
Dabob,399,S,0,0,0
Dabob,400,S,0,0,0
Dabob,401,S,0,0,0
Dabob,402,S,0,0,0
Dabob,403,S,0,0,0
Dabob,404,S,0,0,0
Dabob,405,S,0,0,0
Dabob,406,S,0,0,0
Dabob,407,S,0,0,0
Dabob,408,S,0,0,0
Dabob,409,S,0,0,0
Dabob,410,S,0,0,0
Dabob,411,S,0,0,0
Dabob,412,S,0,0,0
Dabob,413,S,0,0,0
Dabob,414,S,0,0,0
Dabob,415,S,0,0,0
Dabob,416,S,0,0,0
Dabob,417,S,0,0,0
Dabob,418,S,0,0,0
Dabob,419,S,0,0,0
Dabob,420,S,0,0,0
Dabob,421,S,0,0,0
Dabob,422,S,0,0,0
Dabob,423,S,0,0,0
Dabob,424,S,0,0,0
Dabob,425,S,0,0,0
Dabob,426,S,0,0,0
Dabob,427,S,0,0,0
Dabob,428,S,0,0,0
Dabob,429,S,0,0,0
Dabob,430,S,0,0,0
Dabob,431,S,0,0,0
Dabob,432,S,0,0,0
Dabob,433,S,0,0,0
Dabob,434,S,0,0,0
Dabob,435,S,0,0,0
Dabob,436,S,0,0,0
Dabob,437,S,0,0,0
Dabob,438,S,0,0,0
Dabob,439,S,0,0,0
Dabob,440,S,0,0,0
Dabob,441,S,0,0,0
Dabob,442,S,0,0,0
Dabob,443,S,0,0,0
Dabob,444,S,0,0,0
Dabob,445,S,0,0,0
Dabob,446,S,0,0,0
Dabob,447,S,0,0,0
Dabob,448,S,0,0,0
Dabob,449,S,0,0,0
Dabob,450,S,0,0,0
Dabob,451,S,0,0,0
Dabob,452,S,0,0,0
Dabob,453,S,0,0,0
Dabob,454,S,0,0,0
Dabob,455,S,0,0,0
Dabob,456,S,0,0,0
Dabob,457,S,0,0,0
Dabob,458,S,0,0,0
Dabob,459,S,0,0,0
Dabob,460,S,0,0,0
Dabob,461,S,0,0,0
Dabob,462,S,0,0,0
Dabob,463,S,0,0,0
Dabob,464,S,0,0,0
Dabob,465,S,0,0,0
Dabob,466,S,0,0,0
Dabob,467,S,0,0,0
Dabob,468,S,0,0,0
Dabob,469,S,0,0,0
Dabob,470,S,0,0,0
Dabob,471,S,0,0,0
Dabob,472,S,0,0,0
Dabob,473,S,0,0,0
Dabob,474,S,0,0,0
Dabob,475,S,0,0,0
Dabob,476,S,0,0,0
Dabob,477,S,0,0,0
Dabob,478,S,0,0,0
Dabob,479,S,0,0,0
Dabob,480,S,0,0,0
Fidalgo,1,N,1,1,3600
Fidalgo,2,N,1,1,22242
Fidalgo,3,N,1,1,40667
Fidalgo,4,N,1,1,43800
Fidalgo,5,N,1,1,4767
Fidalgo,6,N,1,1,21167
Fidalgo,7,N,1,1,3767
Fidalgo,8,N,1,1,51073
Fidalgo,9,N,1,0,0
Fidalgo,10,N,1,0,0
Fidalgo,11,N,1,0,0
Fidalgo,12,N,1,0,0
Fidalgo,13,N,1,0,0
Fidalgo,14,N,1,0,0
Fidalgo,15,N,1,0,0
Fidalgo,16,N,1,0,0
Fidalgo,17,N,1,0,0
Fidalgo,18,N,1,0,0
Fidalgo,19,N,1,0,0
Fidalgo,20,N,1,0,0
Fidalgo,21,N,1,0,0
Fidalgo,22,N,1,0,0
Fidalgo,23,N,1,0,0
Fidalgo,24,N,1,0,0
Fidalgo,25,N,1,0,0
Fidalgo,26,N,1,0,0
Fidalgo,27,N,1,0,0
Fidalgo,28,N,1,0,0
Fidalgo,29,N,1,0,0
Fidalgo,30,N,1,0,0
Fidalgo,31,N,1,0,0
Fidalgo,32,N,1,0,0
Fidalgo,33,N,1,0,0
Fidalgo,34,N,1,0,0
Fidalgo,35,N,1,0,0
Fidalgo,36,N,1,0,0
Fidalgo,37,N,1,0,0
Fidalgo,38,N,1,0,0
Fidalgo,39,N,1,0,0
Fidalgo,40,N,1,0,0
Fidalgo,41,N,1,0,0
Fidalgo,42,N,1,0,0
Fidalgo,43,N,1,0,0
Fidalgo,44,N,1,0,0
Fidalgo,45,N,1,0,0
Fidalgo,46,N,1,0,0
Fidalgo,47,N,1,0,0
Fidalgo,48,N,1,0,0
Fidalgo,49,N,1,0,0
Fidalgo,50,N,1,0,0
Fidalgo,51,N,1,0,0
Fidalgo,52,N,1,0,0
Fidalgo,53,N,1,0,0
Fidalgo,54,N,1,0,0
Fidalgo,55,N,1,0,0
Fidalgo,56,N,1,0,0
Fidalgo,57,N,1,0,0
Fidalgo,58,N,1,0,0
Fidalgo,59,N,1,0,0
Fidalgo,60,N,1,0,0
Fidalgo,61,N,1,0,0
Fidalgo,62,N,1,0,0
Fidalgo,63,N,1,0,0
Fidalgo,64,N,1,0,0
Fidalgo,65,N,1,0,0
Fidalgo,66,N,1,0,0
Fidalgo,67,N,1,0,0
Fidalgo,68,N,1,0,0
Fidalgo,69,N,1,0,0
Fidalgo,70,N,1,0,0
Fidalgo,71,N,1,0,0
Fidalgo,72,N,1,0,0
Fidalgo,73,N,1,0,0
Fidalgo,74,N,1,0,0
Fidalgo,75,N,1,0,0
Fidalgo,76,N,1,0,0
Fidalgo,77,N,1,0,0
Fidalgo,78,N,1,0,0
Fidalgo,79,N,1,0,0
Fidalgo,80,N,1,0,0
Fidalgo,81,N,1,0,0
Fidalgo,82,N,1,0,0
Fidalgo,83,N,1,0,0
Fidalgo,84,N,1,0,0
Fidalgo,85,N,1,0,0
Fidalgo,86,N,1,0,0
Fidalgo,87,N,1,0,0
Fidalgo,88,N,1,0,0
Fidalgo,89,N,1,0,0
Fidalgo,90,N,1,0,0
Fidalgo,91,N,1,0,0
Fidalgo,92,N,1,0,0
Fidalgo,93,N,1,0,0
Fidalgo,94,N,1,0,0
Fidalgo,95,N,1,0,0
Fidalgo,96,N,1,0,0
Fidalgo,97,N,1,0,0
Fidalgo,98,N,1,0,0
Fidalgo,99,N,1,0,0
Fidalgo,100,N,1,0,0
Fidalgo,101,N,1,0,0
Fidalgo,102,N,1,0,0
Fidalgo,103,N,1,0,0
Fidalgo,104,N,1,0,0
Fidalgo,105,N,1,0,0
Fidalgo,106,N,1,0,0
Fidalgo,107,N,1,0,0
Fidalgo,108,N,1,0,0
Fidalgo,109,N,1,0,0
Fidalgo,110,N,1,0,0
Fidalgo,111,N,1,0,0
Fidalgo,112,N,1,0,0
Fidalgo,113,N,1,0,0
Fidalgo,114,N,1,0,0
Fidalgo,115,N,1,0,0
Fidalgo,116,N,1,0,0
Fidalgo,117,N,1,0,0
Fidalgo,118,N,1,0,0
Fidalgo,119,N,1,0,0
Fidalgo,120,N,1,0,0
Fidalgo,121,N,1,0,0
Fidalgo,122,N,1,0,0
Fidalgo,123,N,1,0,0
Fidalgo,124,N,1,0,0
Fidalgo,125,N,1,0,0
Fidalgo,126,N,1,0,0
Fidalgo,127,N,1,0,0
Fidalgo,128,N,1,0,0
Fidalgo,129,N,1,0,0
Fidalgo,130,N,1,0,0
Fidalgo,131,N,1,0,0
Fidalgo,132,N,1,0,0
Fidalgo,133,N,1,0,0
Fidalgo,134,N,1,0,0
Fidalgo,135,N,1,0,0
Fidalgo,136,N,1,0,0
Fidalgo,137,N,1,0,0
Fidalgo,138,N,1,0,0
Fidalgo,139,N,1,0,0
Fidalgo,140,N,1,0,0
Fidalgo,141,N,1,0,0
Fidalgo,142,N,1,0,0
Fidalgo,143,N,1,0,0
Fidalgo,144,N,1,0,0
Fidalgo,145,N,1,0,0
Fidalgo,146,N,1,0,0
Fidalgo,147,N,1,0,0
Fidalgo,148,N,1,0,0
Fidalgo,149,N,1,0,0
Fidalgo,150,N,1,0,0
Fidalgo,151,N,1,0,0
Fidalgo,152,N,1,0,0
Fidalgo,153,N,1,0,0
Fidalgo,154,N,1,0,0
Fidalgo,155,N,1,0,0
Fidalgo,156,N,1,0,0
Fidalgo,157,N,1,0,0
Fidalgo,158,N,1,0,0
Fidalgo,159,N,1,0,0
Fidalgo,160,N,1,0,0
Fidalgo,161,N,1,0,0
Fidalgo,162,N,1,0,0
Fidalgo,163,N,1,0,0
Fidalgo,164,N,1,0,0
Fidalgo,165,N,1,0,0
Fidalgo,166,N,1,0,0
Fidalgo,167,N,1,0,0
Fidalgo,168,N,1,0,0
Fidalgo,169,N,1,0,0
Fidalgo,170,N,1,0,0
Fidalgo,171,N,1,0,0
Fidalgo,172,N,1,0,0
Fidalgo,173,N,1,0,0
Fidalgo,174,N,1,0,0
Fidalgo,175,N,1,0,0
Fidalgo,176,N,1,0,0
Fidalgo,177,N,1,0,0
Fidalgo,178,N,1,0,0
Fidalgo,179,N,1,0,0
Fidalgo,180,N,1,0,0
Fidalgo,181,N,1,0,0
Fidalgo,182,N,1,0,0
Fidalgo,183,N,1,0,0
Fidalgo,184,N,1,0,0
Fidalgo,185,N,1,0,0
Fidalgo,186,N,1,0,0
Fidalgo,187,N,1,0,0
Fidalgo,188,N,1,0,0
Fidalgo,189,N,1,0,0
Fidalgo,190,N,1,0,0
Fidalgo,191,N,1,0,0
Fidalgo,192,N,1,0,0
Fidalgo,193,N,1,0,0
Fidalgo,194,N,1,0,0
Fidalgo,195,N,1,0,0
Fidalgo,196,N,1,0,0
Fidalgo,197,N,1,0,0
Fidalgo,198,N,1,0,0
Fidalgo,199,N,1,0,0
Fidalgo,200,N,1,0,0
Fidalgo,201,N,1,0,0
Fidalgo,202,N,1,0,0
Fidalgo,203,N,1,0,0
Fidalgo,204,N,1,0,0
Fidalgo,205,N,1,0,0
Fidalgo,206,N,1,0,0
Fidalgo,207,N,1,0,0
Fidalgo,208,N,1,0,0
Fidalgo,209,N,1,0,0
Fidalgo,210,N,1,0,0
Fidalgo,211,N,1,0,0
Fidalgo,212,N,1,0,0
Fidalgo,213,N,1,0,0
Fidalgo,214,N,1,0,0
Fidalgo,215,N,1,0,0
Fidalgo,216,N,1,0,0
Fidalgo,217,N,1,0,0
Fidalgo,218,N,1,0,0
Fidalgo,219,N,1,0,0
Fidalgo,220,N,1,0,0
Fidalgo,221,N,1,0,0
Fidalgo,222,N,1,0,0
Fidalgo,223,N,1,0,0
Fidalgo,224,N,1,0,0
Fidalgo,225,N,1,0,0
Fidalgo,226,N,1,0,0
Fidalgo,227,N,1,0,0
Fidalgo,228,N,1,0,0
Fidalgo,229,N,1,0,0
Fidalgo,230,N,1,0,0
Fidalgo,231,N,1,0,0
Fidalgo,232,N,1,0,0
Fidalgo,233,N,1,0,0
Fidalgo,234,N,1,0,0
Fidalgo,235,N,1,0,0
Fidalgo,236,N,1,0,0
Fidalgo,237,N,1,0,0
Fidalgo,238,N,1,0,0
Fidalgo,239,N,1,0,0
Fidalgo,240,N,1,0,0
Fidalgo,241,N,1,0,0
Fidalgo,242,N,1,0,0
Fidalgo,243,N,1,0,0
Fidalgo,244,N,1,0,0
Fidalgo,245,N,1,0,0
Fidalgo,246,N,1,0,0
Fidalgo,247,N,1,0,0
Fidalgo,248,N,1,0,0
Fidalgo,249,N,1,0,0
Fidalgo,250,N,1,0,0
Fidalgo,251,N,1,0,0
Fidalgo,252,N,1,0,0
Fidalgo,253,N,1,0,0
Fidalgo,254,N,1,0,0
Fidalgo,255,N,1,0,0
Fidalgo,256,N,1,0,0
Fidalgo,257,N,1,0,0
Fidalgo,258,N,1,0,0
Fidalgo,259,N,1,0,0
Fidalgo,260,N,1,0,0
Fidalgo,261,N,1,0,0
Fidalgo,262,N,1,0,0
Fidalgo,263,N,1,0,0
Fidalgo,264,N,1,0,0
Fidalgo,265,N,1,0,0
Fidalgo,266,N,1,0,0
Fidalgo,267,N,1,0,0
Fidalgo,268,N,1,0,0
Fidalgo,269,N,1,0,0
Fidalgo,270,N,1,0,0
Fidalgo,271,N,1,0,0
Fidalgo,272,N,1,0,0
Fidalgo,273,N,1,0,0
Fidalgo,274,N,1,0,0
Fidalgo,275,N,1,0,0
Fidalgo,276,N,1,0,0
Fidalgo,277,N,1,0,0
Fidalgo,278,N,1,0,0
Fidalgo,279,N,1,0,0
Fidalgo,280,N,1,0,0
Fidalgo,281,N,1,0,0
Fidalgo,282,N,1,0,0
Fidalgo,283,N,1,0,0
Fidalgo,284,N,1,0,0
Fidalgo,285,N,1,0,0
Fidalgo,286,N,1,0,0
Fidalgo,287,N,1,0,0
Fidalgo,288,N,1,0,0
Fidalgo,289,N,1,0,0
Fidalgo,290,N,1,0,0
Fidalgo,291,N,1,0,0
Fidalgo,292,N,1,0,0
Fidalgo,293,N,1,0,0
Fidalgo,294,N,1,0,0
Fidalgo,295,N,1,0,0
Fidalgo,296,N,1,0,0
Fidalgo,297,N,1,0,0
Fidalgo,298,N,1,0,0
Fidalgo,299,N,1,0,0
Fidalgo,300,N,1,0,0
Fidalgo,301,N,1,0,0
Fidalgo,302,N,1,0,0
Fidalgo,303,N,1,0,0
Fidalgo,304,N,1,0,0
Fidalgo,305,N,1,0,0
Fidalgo,306,N,1,0,0
Fidalgo,307,N,1,0,0
Fidalgo,308,N,1,0,0
Fidalgo,309,N,1,0,0
Fidalgo,310,N,1,0,0
Fidalgo,311,N,1,0,0
Fidalgo,312,N,1,0,0
Fidalgo,313,N,1,0,0
Fidalgo,314,N,1,0,0
Fidalgo,315,N,1,0,0
Fidalgo,316,N,1,0,0
Fidalgo,317,N,1,0,0
Fidalgo,318,N,1,0,0
Fidalgo,319,N,1,0,0
Fidalgo,320,N,1,0,0
Fidalgo,321,N,1,0,0
Fidalgo,322,N,1,0,0
Fidalgo,323,N,1,0,0
Fidalgo,324,N,1,0,0
Fidalgo,325,N,1,0,0
Fidalgo,326,N,1,0,0
Fidalgo,327,N,1,0,0
Fidalgo,328,N,1,0,0
Fidalgo,329,N,1,0,0
Fidalgo,330,N,1,0,0
Fidalgo,331,N,1,0,0
Fidalgo,332,N,1,0,0
Fidalgo,333,N,1,0,0
Fidalgo,334,N,1,0,0
Fidalgo,335,N,1,0,0
Fidalgo,336,N,1,0,0
Fidalgo,337,N,1,0,0
Fidalgo,338,N,1,0,0
Fidalgo,339,N,1,0,0
Fidalgo,340,N,1,0,0
Fidalgo,341,N,1,0,0
Fidalgo,342,N,1,0,0
Fidalgo,343,N,1,0,0
Fidalgo,344,N,1,0,0
Fidalgo,345,N,1,0,0
Fidalgo,346,N,1,0,0
Fidalgo,347,N,1,0,0
Fidalgo,348,N,1,0,0
Fidalgo,349,N,1,0,0
Fidalgo,350,N,1,0,0
Fidalgo,351,N,1,0,0
Fidalgo,352,N,1,0,0
Fidalgo,353,N,1,0,0
Fidalgo,354,N,1,0,0
Fidalgo,355,N,1,0,0
Fidalgo,356,N,1,0,0
Fidalgo,357,N,1,0,0
Fidalgo,358,N,1,0,0
Fidalgo,359,N,1,0,0
Fidalgo,360,N,1,0,0
Fidalgo,361,N,1,0,0
Fidalgo,362,N,1,0,0
Fidalgo,363,N,1,0,0
Fidalgo,364,N,1,0,0
Fidalgo,365,N,1,0,0
Fidalgo,366,N,1,0,0
Fidalgo,367,N,1,0,0
Fidalgo,368,N,1,0,0
Fidalgo,369,N,1,0,0
Fidalgo,370,N,1,0,0
Fidalgo,371,N,1,0,0
